full_date,weekday,mood,activities
2024-03-10,Sunday,good,"['content ', ' good sleep ', ' drink water ', ' focus ', ' take a break ', ' cleaning ', ' laundry ', ' clouds ', ' wind']"
2024-03-09,Saturday,meh,"['unsure ', ' bored ', ' anxious ', ' medium sleep ', ' drink water ', ' walk ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-03-08,Friday,good,"['content ', ' good sleep ', ' shopping ', ' cleaning ', ' clouds ', ' rain ', ' wind']"
2024-03-07,Thursday,meh,"['tired ', ' sad ', ' medium sleep ', ' drink water ', ' walk ', ' no meat ', ' listen ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-03-06,Wednesday,meh,"['tired ', ' good sleep ', ' make list ', ' focus ', ' cleaning ', ' sunny']"
2024-03-05,Tuesday,good,"['relaxed ', ' content ', ' good sleep ', ' start early ', ' make list ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' wind']"
2024-03-04,Monday,good,"['grateful ', ' content ', ' good sleep ', ' walk ', ' family ', ' start early ', ' make list ', ' focus ', ' take a break ', ' sunny ', ' clouds']"
2024-03-03,Sunday,meh,"['stressed ', ' bad sleep ', ' drink water ', ' family ', ' sunny']"
2024-03-02,Saturday,good,"['grateful ', ' content ', ' medium sleep ', ' drink water ', ' walk ', ' family ', ' friends ', ' take a break ', ' clouds ', ' rain ', ' heat']"
2024-03-01,Friday,bad,"['anxious ', ' stressed ', ' sad ', ' medium sleep ', ' walk ', ' start early ', ' cleaning ', ' clouds ', ' heat']"
2024-02-29,Thursday,good,"['relaxed ', ' medium sleep ', ' friends ', ' take a break ', ' sunny ', ' wind ', ' heat']"
2024-02-28,Wednesday,meh,"['anxious ', ' sad ', ' good sleep ', ' drink water ', ' walk ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' heat']"
2024-02-27,Tuesday,meh,"['stressed ', ' medium sleep ', ' drink water ', ' start early ', ' shopping ', ' sunny ', ' heat']"
2024-02-26,Monday,good,"['relaxed ', ' content ', ' good sleep ', ' eat healthy ', ' make list ', ' take a break ', ' shopping ', ' cleaning ', ' clouds ', ' rain']"
2024-02-25,Sunday,good,"['content ', ' good sleep ', ' eat healthy ', ' make list ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' wind']"
2024-02-24,Saturday,good,"['relaxed ', ' medium sleep ', ' drink water ', ' make list ', ' focus ', ' take a break ', ' clouds ', ' wind']"
2024-02-23,Friday,good,"['grateful ', ' content ', ' medium sleep ', ' family ', ' listen ', ' take a break ', ' sunny ', ' clouds ', ' heat']"
2024-02-22,Thursday,good,"['unsure ', ' medium sleep ', ' friends ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' clouds ', ' heat']"
2024-02-21,Wednesday,good,"['relaxed ', ' content ', ' medium sleep ', ' friends ', ' listen ', ' make list ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' wind ', ' heat']"
2024-02-20,Tuesday,bad,"['stressed ', ' sad ', ' desperate ', ' medium sleep ', ' family ', ' focus ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' heat']"
2024-02-19,Monday,meh,"['anxious ', ' sad ', ' good sleep ', ' make list ', ' take a break ', ' clouds ', ' heat']"
2024-02-18,Sunday,meh,"['anxious ', ' sad ', ' medium sleep ', ' gardening ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' rain ', ' heat']"
2024-02-17,Saturday,good,"['content ', ' good sleep ', ' drink water ', ' walk ', ' gardening ', ' focus ', ' take a break ', ' sunny ', ' wind']"
2024-02-16,Friday,good,"['grateful ', ' content ', ' good sleep ', ' walk ', ' friends ', ' listen ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' wind']"
2024-02-15,Thursday,meh,"['anxious ', ' stressed ', ' sad ', ' medium sleep ', ' family ', ' listen ', ' start early ', ' sunny ', ' clouds ', ' wind']"
2024-02-14,Wednesday,bad,"['anxious ', ' angry ', ' stressed ', ' sad ', ' good sleep ', ' walk ', ' start early ', ' sunny ', ' clouds ', ' wind']"
2024-02-13,Tuesday,meh,"['content ', ' anxious ', ' good sleep ', ' walk ', ' friends ', ' make list ', ' take a break ', ' shopping ', ' laundry ', ' sunny']"
2024-02-12,Monday,good,"['relaxed ', ' content ', ' medium sleep ', ' focus ', ' take a break ', ' clouds ', ' rain ', ' wind']"
2024-02-11,Sunday,good,"['relaxed ', ' content ', ' good sleep ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-02-10,Saturday,good,"['relaxed ', ' content ', ' good sleep ', ' stretch ', ' focus ', ' take a break ', ' cleaning ', ' sunny ', ' clouds ', ' rain ', ' storm ', ' heat']"
2024-02-09,Friday,meh,"['anxious ', ' stressed ', ' sad ', ' desperate ', ' medium sleep ', ' make list ', ' focus ', ' take a break ', ' sunny ', ' clouds ', ' heat']"
2024-02-08,Thursday,good,"['grateful ', ' relaxed ', ' anxious ', ' stressed ', ' friends ', ' give gift ', ' take a break ', ' laundry ', ' clouds ', ' rain ', ' heat']"
2024-02-07,Wednesday,meh,"['anxious ', ' stressed ', ' sad ', ' medium sleep ', ' focus ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' heat']"
2024-02-06,Tuesday,bad,"['anxious ', ' angry ', ' sad ', ' desperate ', ' good sleep ', ' walk ', ' focus ', ' take a break ', ' sunny ', ' rain ', ' storm ', ' wind ', ' heat']"
2024-02-05,Monday,good,"['grateful ', ' content ', ' stressed ', ' good sleep ', ' drink water ', ' stretch ', ' friends ', ' listen ', ' start early ', ' make list ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' wind ', ' heat']"
2024-02-04,Sunday,meh,"['anxious ', ' stressed ', ' sad ', ' good sleep ', ' walk ', ' stretch ', ' make list ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' wind']"
2024-02-03,Saturday,good,"['relaxed ', ' content ', ' medium sleep ', ' stretch ', ' gardening ', ' make list ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-02-02,Friday,good,"['content ', ' medium sleep ', ' drink water ', ' friends ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-02-01,Thursday,meh,"['grateful ', ' anxious ', ' stressed ', ' sad ', ' medium sleep ', ' drink water ', ' friends ', ' sunny ', ' heat']"
2024-01-31,Wednesday,meh,"['content ', ' anxious ', ' stressed ', ' good sleep ', ' take a break ', ' sunny ', ' heat']"
2024-01-30,Tuesday,bad,"['tired ', ' angry ', ' sad ', ' desperate ', ' medium sleep ', ' drink water ', ' friends ', ' listen ', ' take a break ', ' sunny ', ' heat']"
2024-01-29,Monday,good,"['content ', ' anxious ', ' stressed ', ' desperate ', ' bad sleep ', ' walk ', ' stretch ', ' take a break ', ' sunny ', ' wind ', ' heat']"
2024-01-28,Sunday,meh,"['anxious ', ' sad ', ' desperate ', ' good sleep ', ' gardening ', ' focus ', ' take a break ', ' sunny ', ' wind ', ' heat']"
2024-01-27,Saturday,good,"['relaxed ', ' content ', ' medium sleep ', ' make list ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' wind ', ' heat']"
2024-01-26,Friday,good,"['content ', ' good sleep ', ' drink water ', ' family ', ' gardening ', ' focus ', ' take a break ', ' sunny ', ' heat']"
2024-01-25,Thursday,meh,"['anxious ', ' angry ', ' stressed ', ' sad ', ' desperate ', ' good sleep ', ' walk ', ' make list ', ' focus ', ' shopping ', ' sunny ', ' wind ', ' heat']"
2024-01-24,Wednesday,good,"['relaxed ', ' good sleep ', ' kindness ', ' focus ', ' take a break ', ' sunny ', ' wind']"
2024-01-23,Tuesday,meh,"['anxious ', ' good sleep ', ' walk ', ' family ', ' listen ', ' start early ', ' take a break ', ' sunny ', ' wind']"
2024-01-22,Monday,meh,"['anxious ', ' angry ', ' sad ', ' good sleep ', ' walk ', ' sunny ', ' wind']"
2024-01-21,Sunday,meh,"['bored ', ' sad ', ' desperate ', ' good sleep ', ' stretch ', ' cleaning ', ' sunny ', ' wind']"
2024-01-20,Saturday,meh,"['anxious ', ' stressed ', ' sad ', ' good sleep ', ' make list ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' wind']"
2024-01-19,Friday,meh,"['content ', ' anxious ', ' medium sleep ', ' stretch ', ' make list ', ' take a break ', ' shopping ', ' cleaning ', ' laundry ', ' sunny ', ' wind']"
2024-01-18,Thursday,good,"['content ', ' anxious ', ' medium sleep ', ' focus ', ' take a break ', ' clouds ', ' wind ', ' heat']"
2024-01-17,Wednesday,good,"['content ', ' anxious ', ' medium sleep ', ' drink water ', ' walk ', ' family ', ' focus ', ' take a break ', ' shopping ', ' sunny ', ' wind']"
2024-01-16,Tuesday,good,"['content ', ' medium sleep ', ' walk ', ' family ', ' focus ', ' take a break ', ' cleaning ', ' clouds ', ' rain ', ' wind']"
2024-01-15,Monday,good,"['content ', ' sad ', ' good sleep ', ' drink water ', ' walk ', ' kindness ', ' focus ', ' take a break ', ' cleaning ', ' sunny ', ' wind ', ' heat']"
2024-01-14,Sunday,meh,"['relaxed ', ' sad ', ' desperate ', ' good sleep ', ' drink water ', ' walk ', ' sunny ', ' heat']"
2024-01-13,Saturday,meh,"['sad ', ' desperate ', ' medium sleep ', ' meditation ', ' make list ', ' take a break ', ' shopping ', ' sunny ', ' clouds ', ' wind']"
2024-01-12,Friday,bad,"['anxious ', ' sad ', ' good sleep ', ' make list ', ' take a break ', ' cleaning ', ' sunny ', ' clouds ', ' wind']"
2024-01-11,Thursday,bad,"['anxious ', ' sad ', ' medium sleep ', ' drink water ', ' take a break ', ' sunny ', ' clouds ', ' wind']"
2024-01-10,Wednesday,meh,"['content ', ' medium sleep ', ' drink water ', ' family ', ' focus ', ' take a break ', ' sunny ', ' rain ', ' wind ', ' heat']"
2024-01-09,Tuesday,good,"['content ', ' anxious ', ' medium sleep ', ' drink water ', ' walk ', ' homemade ', ' friends ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' heat']"
2024-01-08,Monday,meh,"['content ', ' sad ', ' desperate ', ' good sleep ', ' drink water ', ' start early ', ' make list ', ' take a break ', ' laundry ', ' sunny ', ' heat']"
2024-01-07,Sunday,bad,"['tired ', ' stressed ', ' sad ', ' desperate ', ' medium sleep ', ' take a break ', ' sunny ', ' rain ', ' storm ', ' heat']"
2024-01-06,Saturday,bad,"['anxious ', ' angry ', ' stressed ', ' sad ', ' desperate ', ' good sleep ', ' family ', ' start early ', ' clouds ', ' heat']"
2024-01-05,Friday,good,"['content ', ' medium sleep ', ' drink water ', ' gardening ', ' take a break ', ' laundry ', ' sunny ', ' wind ', ' heat']"
2024-01-04,Thursday,meh,"['content ', ' unsure ', ' sad ', ' good sleep ', ' eat healthy ', ' start early ', ' take a break ', ' cleaning ', ' sunny ', ' wind ', ' heat']"
2024-01-03,Wednesday,meh,"['content ', ' stressed ', ' sad ', ' good sleep ', ' eat healthy ', ' start early ', ' make list ', ' take a break ', ' shopping ', ' laundry ', ' sunny ', ' clouds ', ' wind']"
2024-01-02,Tuesday,meh,"['tired ', ' anxious ', ' angry ', ' sad ', ' good sleep ', ' make list ', ' focus ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' wind']"
2024-01-01,Monday,meh,"['tired ', ' anxious ', ' sad ', ' desperate ', ' good sleep ', ' drink water ', ' make list ', ' take a break ', ' laundry ', ' sunny ', ' clouds ', ' wind']"
2023-12-31,Sunday,meh,"['anxious ', ' sad ', ' desperate ', ' good sleep ', ' eat healthy ', ' meditation ', ' take a break ', ' sunny ', ' clouds ', ' wind']"
2023-12-30,Saturday,meh,"['anxious ', ' stressed ', ' sad ', ' desperate ', ' good sleep ', ' meditation ', ' take a break ', ' sunny ', ' wind']"
2023-12-29,Friday,good,"['relaxed ', ' content ', ' good sleep ', ' walk ', ' kindness ', ' take a break ', ' shopping ', ' sunny ', ' wind']"
2023-12-28,Thursday,good,"['content ', ' good sleep ', ' eat healthy ', ' drink water ', ' meditation ', ' take a break ', ' sunny ', ' clouds ', ' rain']"
2023-12-27,Wednesday,meh,"['unsure ', ' anxious ', ' sad ', ' desperate ', ' good sleep ', ' sunny']"
2023-12-26,Tuesday,meh,"['content ', ' anxious ', ' stressed ', ' good sleep ', ' eat healthy ', ' start early ', ' focus ', ' take a break ', ' sunny']"
2023-12-25,Monday,good,"['content ', ' anxious ', ' good sleep ', ' meditation ', ' make list ', ' sunny ', ' clouds ', ' wind']"
2023-12-24,Sunday,good,"['relaxed ', ' content ', ' good sleep ', ' meditation ', ' start early ', ' focus ', ' take a break ', ' clouds ', ' rain']"
2023-12-23,Saturday,meh,"['anxious ', ' angry ', ' stressed ', ' sad ', ' desperate ', ' medium sleep ', ' drink water ', ' family ', ' heat']"
2023-12-22,Friday,good,"['grateful ', ' content ', ' sad ', ' medium sleep ', ' drink water ', ' restaurant ', ' family ', ' friends ', ' listen ', ' take a break ', ' heat']"
2023-12-21,Thursday,meh,"['unsure ', ' bored ', ' anxious ', ' stressed ', ' drink water ', ' homemade ', ' focus ', ' shopping ', ' sunny']"
2023-12-20,Wednesday,meh,"['bored ', ' anxious ', ' angry ', ' sad ', ' good sleep ', ' eat healthy ', ' homemade ', ' no meat ', ' sunny']"
